cet1_ratio,tier1_ratio,total_capital_ratio,leverage_ratio,rwa_density,loan_to_deposit_ratio,npl_ratio,concentration_risk,liquidity_coverage_ratio,net_stable_funding_ratio,market_risk_rwa_pct,operational_risk_rwa_pct,total_assets_bn,bank_size,business_model,fails_stress_test
11.318102853874345,14.307343867285672,17.9159109006741,7.0879402532685525,51.78933063035511,81.33221098818203,3.36615337964379,28.636946576407954,110.07960384911223,107.3206324324052,7.877715719973031,13.741176781449099,0.5875103791273701,small,universal,0.0
10.089204488641972,10.0,14.363102676926166,6.306619786981922,64.72861323855662,101.68156247009011,3.052131954593172,19.269372401818472,95.0,98.0,12.153431263611362,13.595039627436462,9.699507054705638,small,universal,0.0
13.84892893699849,15.926975629351197,17.424643487703072,5.308787562208883,61.1142481087023,73.29610322513648,4.331576992324337,25.809667373647677,123.13769469451486,110.86928562162389,15.338509868512775,7.27725901409913,4.119008286842336,small,commercial,0.0
11.125402611299117,12.02724075925475,12.415218910330989,6.114232644502356,54.78182295254648,66.13123125671103,4.177436281967234,19.179629354708293,96.46192979023448,133.59014970146512,7.356574739288713,7.0,3.89395370336041,small,retail,0.0
13.169615922153023,16.180647088584912,12.676859037771592,5.677988029382595,62.14917502236545,69.20304158113565,1.7016801717239187,14.883748086690701,129.20077402942061,120.71193474266032,14.70659409401005,13.402381542509413,30.561711479803545,medium,retail,0.0
15.217897441936849,16.89525644096185,18.52445184256965,5.8688198457351595,61.02477480180664,84.7497343928854,3.096685216105689,34.648055843817055,184.98766165966356,98.03156508390076,8.003962704746247,13.666343369288802,14.702522031293828,medium,universal,0.0
10.830265878545811,17.60857318988806,14.517515907609324,5.373499783956674,40.82135803201711,68.2905550564791,0.9989059375088032,15.973211045447638,122.36902720449113,114.13587596803839,3.065866196674378,8.371542736975393,121.03976836262727,large,universal,0.0
13.29332638849771,17.33236363164326,15.92673710756764,5.703331263325529,69.35203107709597,69.37325393314113,4.842178286661246,8.70995422527475,151.7102779968979,105.61541328527362,12.47516605709638,17.447277011507015,8.966132488287005,small,retail,0.0
10.731995486377178,15.410578093152651,13.631667401903595,7.901765708701545,58.021042530369144,85.28391163878106,1.6164721810328722,18.417148569392328,149.8874023430345,100.15701768257249,9.787691232247159,7.0,1.2704628468995944,small,commercial,0.0
11.907365694232254,12.585025245352261,14.610138041884504,6.1267706011421135,63.52772121966864,74.16430267434453,0.941610636303182,9.648024965999008,108.47323031130607,101.6048202358642,10.138899543510796,12.397308392698157,23.60911830428751,medium,universal,0.0
13.590649703022837,14.319692021781313,16.483984299871043,6.566177390770172,49.287488606575934,85.88325644798412,2.6008540345721425,13.612655171190447,95.0,123.38579175179989,8.646620600124912,14.120023833677248,20.326015857642343,medium,universal,0.0
11.05551406518405,15.831718955304211,12.0,6.739759290697269,49.47902430726396,64.2425238820604,4.253974363373532,16.4390836907926,117.98402636330695,139.13394753234658,12.157892494615822,7.0,59.031529726048454,large,commercial,0.0
12.646434441232541,10.458266482210709,16.54557357380269,3.1816957137978212,58.72156216561962,64.2545677581258,5.7165519392615955,23.519321689993017,136.95205553900655,124.01432202974071,16.68286245632895,23.0,48.40231321225609,medium,universal,0.0
10.470309535346779,10.69567497165462,19.543800552439176,4.120533036053834,46.39937042152325,73.36522844046567,0.6195940133889013,7.0,95.0,105.56665609394946,13.378502752026641,13.708067113466733,395.4501985644747,large,commercial,0.0
11.45894182066336,12.689805766963685,15.716646211576261,5.038748512548932,38.0,92.79869278671237,1.2629836647849395,18.313669459321535,95.0,133.28015608034767,9.528851218414799,13.71024583055783,73.29282782817009,large,retail,0.0
9.438099138412195,12.776832918357787,15.412605105592792,5.364649597116242,58.29248409517302,83.94911226973086,2.0470686802453235,26.133783387949535,122.0458987964672,105.09053897022937,3.1474039687348396,7.0,0.5420650723673051,small,retail,0.0
10.147212441298288,20.0,18.83125934889189,6.984569845957198,64.3959426260881,63.43057348472789,1.7595033827305067,23.088743655627763,126.6655371599223,120.55719328273543,10.138180638538689,8.749037876996036,12.234812387312868,medium,retail,0.0
11.654547396246272,15.951318998864505,12.0,7.669383459547647,53.89412101290548,80.30741758211319,2.9638567003884013,11.74061331468358,154.2544969712463,109.82761173931324,7.727244119155225,9.246958579874061,6.922470672131326,small,commercial,0.0
10.716234985295081,13.869870804479193,18.7697620215442,5.216158260915316,67.93585214908755,82.41608488399919,1.2099672013330633,30.617544829169137,134.33749801331624,98.0,3.0,10.294086512672344,57.33003181296454,large,commercial,0.0
12.811096723570484,12.55876840430693,16.54014002212136,6.599643640725035,70.11745769410676,88.18337871106317,2.303423709283931,17.882265854181906,139.0033448920675,109.29214072848912,3.5565310083749955,14.960220708135203,2.0008369411328375,small,commercial,0.0
11.305725044365458,16.260991135139268,17.52388219579793,6.374216734802478,65.72730373744574,66.96859416500949,3.3618674205724957,22.475242598717376,146.8177785100623,117.05501078349711,20.0,18.52829349062631,103.82450494191178,large,commercial,0.0
14.115595077832364,11.470118331573385,15.454603738861822,6.734964815751985,55.08032262099697,101.69305899466363,1.004151718531425,24.24166085497078,152.23935667720184,135.23262326694956,11.774727097171443,11.674472669012843,63.91627905469703,large,universal,0.0
12.107809924746263,13.224131761513593,12.0,7.857590876649666,46.59274734252314,75.66112800128882,3.141965178512928,11.932082044464105,95.0,131.2904150387912,9.283836580516029,7.0,13.68474027649221,medium,commercial,0.0
11.784653837818231,15.451920114682931,14.667862991129024,7.124414149970889,48.384119567185415,83.18811362140424,4.754076420475456,15.531762218390924,129.2648254297744,115.49483627389381,9.516151872001208,13.152539648791858,17.384615748599654,medium,commercial,0.0
10.36433919506592,11.030230570690648,20.359046699703153,4.814858739889449,76.32763963664587,69.76435120435741,5.151239928473603,14.808992030479704,88.0,95.38695635849379,12.91296624941992,9.0,8.537379576972853,small,universal,1.0
15.255066624752208,14.903707099371335,17.4507701102656,5.243219632979133,63.81652614076519,64.03782264111143,2.206693629557879,12.896868237723314,120.26398707821335,98.0,11.067975062852327,9.91080233172318,400.0,large,commercial,0.0
10.4514626458339,11.63955710613601,15.526884268072449,4.198318973216958,53.633680023420204,101.84787409957681,4.975200486876771,14.472057497280868,185.03382808754026,139.2652796272811,14.055496489867782,19.09889432743138,129.2569865883268,large,retail,0.0
11.11654126158062,16.269223281146953,14.528478321876875,4.9800312812323115,62.23001147470679,86.38296645453309,2.0222802516483522,29.421744283124784,130.2287638524084,121.20442099163441,11.584887271914386,13.268944529339876,5.497662573848222,small,retail,0.0
